吖	kyaz	口丫
𪚝	ttls	土土龍
𪚠	lgrr	龍工人人
㔷	kanw	匚一内
㟺	uukn	山申口女
㥪	xmnv	忄米女
㪹	uknd	申口女斗
㲎	mmcc	毛毛
㺏	qukn	犭申口女
䁖	omnv	目米女
䄛	pukn	礻申口女
䅹	hukn	禾申口女
䝏	uukn	豕申口女
䣚	ukne	申口女⻏
䫫	ukny	申口女頁
䮫	mukn	馬申口女
䱾	yukn	魚申口女
偻	rmnv	亻米女
僂	rukn	亻申口女
剅	ddcz	豆刂
喽	kmnv	口米女
嘍	kukn	口申口女
塿	tukn	土申口女
娄	mnvi	米女
婁	uknv	申口女
屚	uyui	尸雨
嵝	umnv	山米女
嶁	uukn	山申口女
廔	gukn	广申口女
慺	xukn	忄申口女
搂	fmnv	扌米女
摟	fukn	扌申口女
楼	mmnv	木米女
樓	mukn	木申口女
溇	dmnv	氵米女
漊	dukn	氵申口女
漏	duyu	氵尸雨
熡	hukn	火申口女
甊	uknw	申口女瓦
瘘	bmnv	疒米女
瘺	buyu	疒尸雨
瘻	bukn	疒申口女
瞜	oukn	目申口女
篓	vmnv	竹米女
簍	vukn	竹申口女
耧	lmnv	耒米女
耬	lukn	耒申口女
艛	vukn	舟申口女
蒌	cmnv	艹米女
蔞	cukn	艹申口女
蝼	imnv	虫米女
螻	iukn	虫申口女
謱	yukn	訁申口女
軁	uukn	身申口女
遱	zukn	辶申口女
鏤	jukn	金申口女
镂	jmnv	钅米女
陋	evan	⻖𠃊一内
露	yzwk	雨𧾷夂口
鞻	gukn	革申口女
髅	gomn	冎⺼米女
髏	goun	冎⺼申口女
鷜	uknn	申口女鳥
𠖛	bepe	冖耳𠂎卩
𠗩	dufd	冫{申}
𠞭	uknd	申口女刂
𠳴	kvnv	口中女
𡀔	kzwk	口𧾷夂口
𡇭	knan	囗女一女
𡗆	uknx	申口女夕夕
𡡎	nvgn	女中𰀉女
𡪅	beye	宀耳又⻏
𡰌	yukn	尢申口女
𢈢	girl	广串
𣤋	uknq	申口女欠
𣫻	mvmn	毌中木女
𤬏	ukng	申口女瓜
𥕍	uukn	石申口女
𦎹	yukn	羊申口女
𦭯	cvan	艹𠃊一内
𦸢	cuyu	艹尸雨
𧁾	cukg	艹申口女瓜
𧢃	uknj	申口女見
𧫞	yuyu	訁尸雨
𧯨	dxxi	豆夕夕
𧰃	dukn	豆申口女
𧷡	bukn	貝申口女
𨄋	zuyu	𧾷尸雨
𨝢	beye	宀耳又⻏
𨦖	jvan	金𠃊一内
𨫒	juyu	金尸雨
𨱐	juyu	钅尸雨
𨻻	eukn	⻖申口女
𩏝	wkfn	𫝀口㐄申口女
𪍣	lwun	來{夊}申口女
㓐	dtet	冫土儿土
㔪	bvxd	勹占㐅丶丶丶丶
㖨	keuv	口彐⺢
㛬	ntet	女土儿土
㜙	nluv	女鹿
㟤	ueuv	山彐⺢
㠠	uhtm	山虍田皿
㢚	ghtl	广虍田力
㢳	gpyi	弓𠂉{𧘇}
㦇	xlub	忄鹿
㪐	hqby	户犬⺊又
㪖	euby	彐⺢⺊又
㪭	htmy	虍田皿⺊又
㫽	oeuv	日彐⺢
㭔	mhuu	木乎
㯝	mzwk	木𧾷夂口
㯟	mmhu	木木彑⺢
㯭	mhtl	木虍田力
㱺	dhtm	歹虍田皿
㼾	lwau	鹿瓦
㿖	bhtm	疒虍田皿
䃙	ului	石鹿
䌒	slui	糹鹿
䎑	xxeu	习习彐⺢
䎼	eeuv	耳彐⺢
䐂	oeuv	⺼彐⺢
䘵	phuv	衤彑⺢
䚄	eujm	彐⺢見
䟿	zeuv	𧾷彐⺢
䡎	ihue	車户
䡜	itet	車土儿土
䩮	geuv	革彐⺢
䮉	mpyi	馬𠂉{𧘇}
䰕	egpm	E𠫔彡虍田皿
䱚	yeuv	魚彐⺢
䲐	yhtl	魚虍田力
䴪	lphu	鹿礻彑⺢
侓	ryuf	亻聿
僇	rxxp	亻习习𠆢彡
勎	tetl	土儿土力
勠	xxrl	习习𠆢彡力
卢	buio	⺊尸
卤	bkxx	⺊口㐅
噜	kyoo	口鱼日
嚕	kyoo	口魚日
嚧	khtm	口虍田皿
圥	teru	土儿
坴	tetu	土儿土
垆	tbui	土⺊尸
塶	tluu	土鹿
塷	tvxd	土占㐅丶丶丶丶
壚	thtm	土虍田皿
娽	neuv	女彐⺢
峍	uyuj	山聿
庐	ghul	广户
廘	glul	广鹿
廬	ghtm	广虍田皿
彔	huvu	彑⺢
录	euve	彐⺢
戮	xxrg	习习𠆢彡戈
掳	fhli	扌虍力
摝	fluu	扌鹿
撸	fyoo	扌鱼日
擄	fhtl	扌虍田力
擼	fyoo	扌魚日
攎	fhtm	扌虍田皿
曥	ohtm	日虍田皿
枦	mhuu	木户
栌	mbui	木⺊尸
椂	meuv	木彐⺢
樐	mvxd	木占㐅丶丶丶丶
樚	mluu	木鹿
橹	myoo	木鱼日
櫓	myoo	木魚日
櫨	mhtm	木虍田皿
氇	myoo	毛鱼日
氌	myoo	毛魚日
泸	dbui	氵⺊尸
淕	dtet	氵土儿土
淥	dhuv	氵彑⺢
渌	deuv	氵彐⺢
滷	dvxd	氵占㐅丶丶丶丶
漉	dlud	氵鹿
潞	dzwk	氵𧾷夂口
澛	dyoo	氵鱼日
瀂	dyoo	氵魚日
瀘	dhtm	氵虍田皿
炉	hhuo	火户
爐	hhtm	火虍田皿
獹	qhtm	犭虍田皿
玈	xpyi	玄𠂉{𧘇}
琭	weuv	𤣩彐⺢
璐	wzwk	𤣩𧾷夂口
瓐	whtm	𤣩虍田皿
甪	pysp	丿用
盝	eumn	彐⺢皿
盧	htmn	虍田皿
睩	oeuv	目彐⺢
矑	ohtm	目虍田皿
硉	uyui	石聿
硵	ubkx	石⺊口㐅
磠	uvxd	石占㐅丶丶丶丶
祿	phuv	礻彑⺢
禄	peuv	礻彐⺢
稑	htet	禾土儿土
穋	hxxp	禾习习𠆢彡
穞	hyoo	禾鱼日
箓	veuv	竹彐⺢
簏	vluu	竹鹿
簬	vzwk	竹𧾷夂口
簵	viwk	竹車夂口
簶	vpeu	竹礻彐⺢
籙	vjeu	竹金彐⺢
籚	vhtm	竹虍田皿
粶	meuv	米彐⺢
緑	seuv	糹彐⺢
纑	shtm	糹虍田皿
绿	seuv	纟彐⺢
罏	fhtm	缶虍田皿
胪	obui	⺼⺊尸
臚	ohtm	⺼虍田皿
舮	vhuz	舟户
舻	vbui	舟⺊尸
艣	vhtl	舟虍田力
艪	vyoo	舟魚日
艫	vhtm	舟虍田皿
芦	chuc	艹户
菉	ceuv	艹彐⺢
蓾	cvxd	艹占㐅丶丶丶丶
蔍	cluc	艹鹿
蕗	czwk	艹𧾷夂口
蘆	chtm	艹虍田皿
虂	cyzk	艹雨𧾷夂口
虏	hliu	虍力
虜	htli	虍田力
螰	ilus	虫鹿
蠦	ihtm	虫虍田皿
謢	yrvy	訁亻{隹右}又
賂	bwkz	貝夂口
赂	bwkz	贝夂口
趢	tzeu	土龰彐⺢
路	zwkz	𧾷夂口
踛	ztet	𧾷土儿土
蹗	zluu	𧾷鹿
輅	iwkz	車夂口
轆	ilue	車鹿
轤	ihtm	車虍田皿
轳	ibui	车⺊尸
辂	iwkz	车夂口
辘	ilue	车鹿
逯	zeuv	辶彐⺢
醁	yeuv	酉彐⺢
鈩	jhun	金户
錄	jhuv	金彑⺢
録	jeuv	金彐⺢
錴	jtet	金土儿土
鏀	jvxd	金占㐅丶丶丶丶
鏴	jzwk	金𧾷夂口
鐪	jhtl	金虍田力
鑥	jyoo	金魚日
鑪	jhtm	金虍田皿
镥	jyoo	钅鱼日
陸	etet	⻖土儿土
顱	htmy	虍田皿頁
颅	buye	⺊尸页
馿	mhua	馬户
騄	meuv	馬彐⺢
騼	mlua	馬鹿
髗	gohm	冎⺼虍田皿
魯	yoou	魚日
魲	yhuu	魚户
鯥	ytet	魚土儿土
鱸	yhtm	魚虍田皿
鲁	yoou	鱼日
鲈	ybui	鱼⺊尸
鴼	nwkz	鳥夂口
鵦	neuv	鳥彐⺢
鵱	tetn	土儿土鳥
鷺	zwkn	𧾷夂口鳥
鸕	htmn	虍田皿鳥
鸬	bunn	⺊尸鸟
鹭	zwkn	𧾷夂口鸟
鹵	vxdd	占㐅丶丶丶丶
鹿	glkb	广〢コ匕匕
麓	mmlu	木木鹿
黸	lhhm	{里}灬虍田皿
𠀽	ujpy	十巾丿𠂇丶又
𠿛	khtl	口虍田力
𡳴	wkou	亡口月凡廿尸
𡴆	clqc	屮六
𡷏	uyuj	山聿
𢂤	wjuy	亠巾𠂇丶又
𢊩	gssb	广厶⺫匕匕
𢋡	gyoo	广魚日
𢟧	xvxd	忄占㐅丶丶丶丶
𢫫	fyuu	扌聿
𢲸	fvxd	扌占㐅丶丶丶丶
𢵮	fmkk	扌矛冂八口
𢾬	wbiy	亠丷厂火⺊又
𣞓	mclu	木艹鹿
𣥐	vrrf	止人人
𣩏	dlud	歹鹿
𣱀	mssv	毛罒糹亻{隹右}
𣼟	dgku	氵广コ〢水
𤝮	dqri	𠂔犬
𤟘	qeuv	犭彐⺢
𤢊	qzwk	犭𧾷夂口
𤣃	qyoo	犭魚日
𤨍	wwbl	𤣩王冖力力
𤬛	htmg	虍田皿瓜
𤮧	htmw	虍田皿瓦
𤺼	bxxl	疒习习𠆢彡力
𤻱	bhtx	疒虍田心
𤽺	bhuv	白彑⺢
𤿴	hupi	彑⺢皮
𥀔	lpiu	鹿皮
𥀵	htmp	虍田皿皮
𥈛	olou	目六目
𥉶	oluu	目鹿
𥒨	urxn	石𠆢⺗
𥚊	utet	示土儿土
𥛞	ului	示鹿
𥛪	ugks	示广コ〢厶厶
𥣤	hhbu	禾禾白水
𥫰	vlqu	竹六
𥲎	vett	竹⻖土儿土
𥶇	vyoo	竹魚日
𦋔	kreu	冂人彐⺢
𦌕	szwk	罒𧾷夂口
𦌟	sphu	罒礻彑⺢
𦗓	elur	耳鹿
𦪇	vluz	舟鹿
𦸐	cett	艹⻖土儿土
𦼋	cmhu	艹木彑⺢
𦽂	chtt	艹禾土儿土
𦽎	cphu	艹礻彑⺢
𦾞	ceum	艹彐⺢皿
𦾷	cdxp	艹氵习习𠆢彡
𦿊	chvt	艹虍巛田
𦿖	ctlu	艹土鹿
𧀦	cyoo	艹魚日
𧆣	hktu	虍凵土
𧇄	hvtm	虍巛田
𧌉	itet	虫土儿土
𧌍	ihuv	虫彑⺢
𧐳	igks	虫广コ〢厶厶
𧨹	yhuv	訁彑⺢
𧫓	yvxd	訁占㐅丶丶丶丶
𧽥	tzlu	土龰鹿
𨇖	zhtm	𧾷虍田皿
𨌠	ihuv	車彑⺢
𨽐	etee	⻖土儿土儿土儿
𩄅	yomn	雨日皿
𩅄	yluu	雨鹿
𩌫	glue	革鹿
𩍼	ghtm	革虍田皿
𩓪	huye	彑⺢頁
𩛼	uhuv	飠彑⺢
𩣱	mtet	馬土儿土
𩯜	egpl	E𠫔彡虍田力
𪉖	vxdt	占㐅丶丶丶丶土
𪉣	vxdb	占㐅丶丶丶丶一口䒑
𪍄	lwhu	來{夊}彑⺢
𪑄	lhpy	{里}灬𠂉{𧘇}
𪒏	lhlu	{里}灬鹿
𪖌	jvhm	臼{鼠下}虍田皿
㝈	xwez	糸亠二口糸子子
㡩	xwej	糸亠二口糸巾
㱍	xweq	糸亠二口糸欠
䖂	cxwu	艹糸亠二口糸手
䜌	xwex	糸亠二口糸
乱	uvve	舌乚
乿	vxvv	爫糸乚
亂	vysv	爫又龴禸又乚
卵	pded	𠂎丶卩丶
圝	kxwx	囗糸亠二口糸
圞	kxwm	囗糸亠二口糸木
奱	xwed	糸亠二口糸大
娈	wbnv	亠{亦下}女
孌	xwen	糸亠二口糸女
孪	wbzi	亠{亦下}子
孿	xwez	糸亠二口糸子
峦	wbuj	亠{亦下}山
巒	xweu	糸亠二口糸山
挛	wbuz	亠{亦下}手
攣	xweu	糸亠二口糸手
曫	xweo	糸亠二口糸日
栾	wbmu	亠{亦下}木
欒	xwem	糸亠二口糸木
滦	dwbm	氵亠{亦下}木
灓	xweu	糸亠二口糸水
灤	dxwm	氵糸亠二口糸木
癴	bxwu	疒糸亠二口糸手
癵	bxwr	疒糸亠二口糸肉
羉	sxwx	罒糸亠二口糸
脔	wbrz	亠{亦下}肉
臠	xwer	糸亠二口糸肉
臡	cvtr	艹中天亻{隹右}肉
薍	cvyv	艹爫又龴禸又乚
虊	cxwm	艹糸亠二口糸木
覶	vysj	爫又龴禸又見
釠	jjin	金几
銮	wbjn	亠{亦下}金
鑾	xwej	糸亠二口糸金
鵉	wbnn	亠{亦下}鳥
鸞	xwen	糸亠二口糸鳥
鸾	wpln	亠丿丨丨丶鸟
龻	xwex	糸亠二口糸
𠦨	dcvu	⺈屮㇉丿十
𡄹	kkky	口口口口爫幺又
𡡗	nvyy	女爫又龴禸又
𡭸	ukak	少冂{一}口
𢌕	gxwj	广糸亠二口糸𠂈{丩}
𢺈	fxwx	扌糸亠二口糸
𢿢	vysy	爫又龴禸又⺊又
𣨀	bdbi	不歹匕
𤔔	vysy	爫又龴禸又
𤲶	tltl	田力田力
𤼙	bxwx	疒糸亠二口糸
𦣋	oxwx	⺼糸亠二口糸
𦣏	xweo	糸亠二口糸⺝
𧖘	ixwu	虫糸亠二口糸手
𨇼	zxwx	𧾷糸亠二口糸
𨈌	zxwx	𧾷糸亠二口糸心
𨈎	zxwn	𧾷糸亠二口糸鳥
𨊟	xweu	糸亠二口糸身
𩪾	xweo	糸亠二口糸冎⺼
㖮	krac	口𠆢一冂卄
㷍	hrac	火𠆢一冂卄
䈁	vrac	竹𠆢一冂卄
䑳	vrac	舟𠆢一冂卄
仑	rbif	𠆢匕
伦	rlyf	亻仑
侖	rakc	𠆢一冂卄
倫	rrac	亻𠆢一冂卄
囵	klyz	囗仑
圇	krac	囗𠆢一冂卄
埨	trac	土𠆢一冂卄
婨	nrac	女𠆢一冂卄
崘	urac	山𠆢一冂卄
崙	urac	山𠆢一冂卄
惀	xrac	忄𠆢一冂卄
抡	flyu	扌仑
掄	frac	扌𠆢一冂卄
棆	mrac	木𠆢一冂卄
沦	dlyd	氵仑
淪	drac	氵𠆢一冂卄
溣	drrc	氵亻𠆢一冂卄
碖	urac	石𠆢一冂卄
磮	uurc	石山𠆢一冂卄
稐	hrac	禾𠆢一冂卄
耣	lrac	耒𠆢一冂卄
腀	orac	⺼𠆢一冂卄
菕	crac	艹𠆢一冂卄
蜦	irac	虫𠆢一冂卄
論	yrac	訁𠆢一冂卄
论	ylyj	讠仑
踚	zrac	𧾷𠆢一冂卄
輪	irac	車𠆢一冂卄
轮	ilye	车仑
錀	jrac	金𠆢一冂卄
陯	erac	⻖𠆢一冂卄
鯩	yrac	魚𠆢一冂卄
𠔕	fkcc	分冂卄
𠼩	kurc	口山𠆢一冂卄
𡃝	kyrc	口訁𠆢一冂卄
𤲕	trac	田𠆢一冂卄
𤷔	brac	疒𠆢一冂卄
𧣵	dyrc	⺈用𠆢一冂卄
𧱜	urac	豕𠆢一冂卄
㑩	rsxi	亻罒夕
㒩	rhui	亻彑𧰨虫虫
㓢	wkdc	夂口刂
㦬	xssv	忄罒糹亻{隹右}
㩡	fuuu	扌石石石
㰁	muuu	木石石石
㱻	dwky	歹亡口月凡羊
㴖	dged	氵革
㼈	wssv	𤣩罒糹亻{隹右}
㽋	xwew	糸亠二口糸瓦
㿚	bssv	疒罒糹亻{隹右}
䀩	owkz	目夂口
䇔	wkol	亡口月凡立
䈷	vmwk	竹木夂口
䊨	wkom	亡口⺼几米
䌱	swkl	糹亡口月凡立
䌴	swky	糹亡口月凡羊
䯁	mwky	馬亡口月凡羊
倮	rgof	亻果
儸	rssv	亻罒糹亻{隹右}
剆	ldcl	良刂
啰	ksxi	口罒夕
囉	kssv	口罒糹亻{隹右}
囖	kvsv	口竹罒糹亻{隹右}
寽	vcyx	爫寸
峈	uwkz	山夂口
捋	fvcy	扌爫寸
捰	fgou	扌果
摞	ftxi	扌田糸
攞	fssv	扌罒糹亻{隹右}
曪	ossv	日罒糹亻{隹右}
椤	msxi	木罒夕
欏	mssv	木罒糹亻{隹右}
泺	dled	氵乐
洛	dwkz	氵夂口
洜	wkuv	夂口水
渃	dcuk	氵艹𠂇口
漯	dtxi	氵田糸
濼	dyym	氵幺幺白木
犖	hhbn	火火冖牛
猡	qsxi	犭罒夕
玀	qssv	犭罒糹亻{隹右}
珞	wwkz	𤣩夂口
瘰	btxi	疒田糸
癳	bttx	疒田田田糸
笿	vwkz	竹夂口
箩	vsxi	竹罒夕
籮	vssv	竹罒糹亻{隹右}
纙	sssv	糹罒糹亻{隹右}
罗	sxii	罒夕
羅	ssrv	罒糹亻{隹右}
脶	oknw	⺼口内
腡	ogkz	⺼冎口
臝	wkog	亡口月凡果
荦	cbnq	艹冖牛
萝	csxi	艹⺫夕
蓏	cggx	艹瓜瓜
蘿	cssv	艹罒糹亻{隹右}
螺	itxi	虫田糸
蠃	wkoi	亡口月凡虫
裸	pgop	衤果
覼	ajxj	{一}巾乂乂乂乂八見
詻	ywkz	訁夂口
躶	ugof	身果
逻	zsxi	⻌罒夕
邏	zssv	辶罒糹亻{隹右}
鏍	jtxi	金田糸
鑼	jssv	金罒糹亻{隹右}
锣	jsxi	钅罒夕
镙	jtxi	钅田糸
雒	wkrv	夂口亻{隹右}
頱	vcye	爫寸頁
饠	ussv	飠罒糹亻{隹右}
駱	mwkz	馬夂口
騾	mtxi	馬田糸
驘	wkom	亡口月凡馬
骆	mwkz	马夂口
骡	mtxi	马田糸
鵅	wknn	夂口鳥
鸁	wkon	亡口月凡鳥
𠏢	rvyv	亻爫又龴禸又乚
𠜖	vcdc	爫寸刂
𠶱	kwkz	可夂口
𠻐	kwwk	口𤣩夂口
𠻡	ljkz	良斤口
𡁆	khhn	口火火冖牛
𡆆	kfsv	口扌罒糹亻{隹右}
𡤢	nssv	女罒糹亻{隹右}
𡿏	ussv	山罒糹亻{隹右}
𢅾	jssv	巾罒糹亻{隹右}
𢺆	fwkl	扌亡口月凡立
𢺑	fwky	扌亡口月凡羊
𣂞	ljbl	良斤
𣛗	mvwk	木竹夂口
𣜄	wkom	亡口月凡木
𣜢	gtkd	果田冂一丶
𣧳	dwkz	歹夂口
𣨪	dgod	歹果
𣵟	dduv	氵大水
𤄷	dssv	氵罒糹亻{隹右}
𤔖	gvxo	果爪
𤔝	tkav	田冂一丶爪
𤗀	pllm	片良
𤨗	bkky	⺊囗コ木玉
𤽥	bwkz	白夂口
𤽼	brvu	白亻{隹右}
𥡜	htxi	禾田糸
𥯛	vdwk	竹氵夂口
𦆁	wkox	亡口月凡糸
𦣇	ossv	⺼罒糹亻{隹右}
𦣖	wkoo	亡口月凡日日日
𦣛	oxwx	⺼糸亠二口糸心
𦿌	coyh	艹日幺幺灬
𧄿	cwky	艹亡口月凡羊
𧈦	nisd	乃虫
𧟌	pssv	衤罒糹亻{隹右}
𧭥	yyym	訁幺幺白木
𧷳	btxi	貝田糸
𧹐	bssv	貝罒糹亻{隹右}
𨇽	zssv	𧾷罒糹亻{隹右}
𨟥	uuue	石石石木⻏
𨬅	jdgj	金丶{艮}斤
𨰠	jwky	金亡口月凡羊
𩂣	ywkz	雨夂口
𩉙	mssv	面罒糹亻{隹右}
𩊚	gwkz	革夂口
𩌭	gxxp	革习习𠆢彡
𩍪	gxxv	革习习亻{隹右}
𩎊	gssv	革罒糹亻{隹右}
𩮹	egpx	E𠫔彡田糸
𩵇	gssv	鬼罒糹亻{隹右}
𩼊	wkoy	亡口月凡魚
𩽰	yssv	魚罒糹亻{隹右}
𪇱	yybn	幺幺白木鳥
𪈰	ssrn	罒糹亻{隹右}鳥
𪌳	lwvc	來{夊}爫寸
𪎆	lwsv	來{夊}罒糹亻{隹右}
𪑋	lhvc	{里}灬爫寸
㠥	uttt	山田田田土
㲶	qvxd	气占㐅丶丶丶丶
䕡	cmkk	艹門口口
侣	rkkz	亻口口
侶	rkpk	亻口丿口
儢	rhtx	亻虍田心
勴	htxl	虍田心力
卛	xweu	糸亠二口糸十
吕	kkzz	口口
呂	kpkz	口丿口
垏	tyuu	土聿
屡	umnv	尸米女
屢	uukn	尸申口女
履	urpw	尸彳𠂉日夂
嵂	uryu	山彳聿
律	ryuf	彳聿
慮	htxb	虍田心
挔	fyiu	扌衣
捛	fkkz	扌口口
旅	fpyi	方𠂉{𧘇}
梠	mkkz	木口口
榈	mmkk	木门口口
櫚	mmkk	木門口口
氀	uknm	申口女毛
氯	qeuv	气彐⺢
滤	dhxb	氵虍心
濾	dhtx	氵虍田心
焒	hkkz	火口口
爈	hhtx	火虍田心
率	wydu	亠幺冫丿丶十
祣	ppyi	礻𠂉{𧘇}
稆	hkkz	禾口口
穭	hyoo	禾魚日
箻	vryu	竹彳聿
絽	skkz	糹口口
綠	shuv	糹彑⺢
縷	sukn	糹申口女
繂	swyu	糹亠幺冫丿丶十
缕	smnv	纟米女
膂	fpyo	方𠂉{𧘇}⺝
膐	fpyr	方𠂉{𧘇}肉
膟	owyu	⺼亠幺冫丿丶十
膢	oukn	⺼申口女
葎	cryu	艹彳聿
藘	chtx	艹虍田心
虑	hxbu	虍心
褛	pmnv	衤米女
褸	pukn	衤申口女
郘	kker	口口⻏
鋁	jkkz	金口口
鑢	jhtx	金虍田心
铝	jkkz	钅口口
閭	mkkz	門口口
闾	mkkz	门口口
驢	mhtm	馬虍田皿
驴	mhua	马户
𠜈	ydcu	聿刂
𠣊	fhtl	非虍田心力
𠻜	kwyu	口亠幺冫丿丶十
𡀿	kuun	口尸申口女
𡾅	uhtx	山虍田心
𢅞	bjhu	白巾彑⺢
𢈚	gkpk	广口丿口
𢙲	xkpk	忄口丿口
𢟳	xwyu	忄亠幺冫丿丶十
𢣻	xmkk	忄門口口
𢯰	fryu	扌彳聿
𣀞	htxy	虍田心⺊又
𣭇	mmuc	毛母
𤁵	dmkk	氵門口口
𤗬	pukn	片申口女
𤾺	bwku	白王口口田十
𥖼	uhtx	石虍田心
𥡢	hwyu	禾亠幺冫丿丶十
𥭐	vvcy	竹爫寸
𥰠	vfpy	竹方𠂉{𧘇}
𥶆	vmkk	竹門口口
𥶌	vhtx	竹虍田心
𦆾	fxwu	龶糸亠幺冫丿丶十
𦊼	skpk	罒口丿口
𦛗	okpk	⺼口丿口
𦳭	czan	艹辶一内
𧃒	csun	艹糹申口女
𧈔	hyoo	虍魚日
𧍶	iryu	虫彳聿
𧓻	ihtx	虫虍田心
𧜊	yyoo	衣衣日
𧭜	yhtx	訁虍田心
𨂠	zyeu	𧾷頁
𩄽	yukn	雨申口女
𩥆	mfpy	馬方𠂉{𧘇}
𩲦	gvjv	鬼占
𩳡	gvcy	鬼爫寸
𩴐	gwyu	鬼亠幺冫丿丶十
𪈜	sukn	糹申口女鳥
㔀	owkd	日亠口小刂
㨼	twku	田夂口手
圙	kbmm	囗八面
掠	fwkx	扌亠口小
略	twkz	田夂口
畧	twkz	田夂口
稤	hwkx	禾亠口小
鋝	jvcy	金爫寸
鋢	jvzi	金爫子
锊	jvcy	钅爫寸
𠢌	idkl	𡗗刀口力
𠼟	kbmm	口八面
𦊹	krwk	冂人夂口
𧎾	ixxo	虫小小日
𧐋	itwk	虫田夂口
𧐯	twki	田夂口虫
𧑀	ivgo	虫巛果
𧕌	twki	田夂口虫虫
𪅅	twkn	田夂口鳥
㐷	rmaf	亻马
㑻	rbbu	亻宀必山
㜫	nrwj	女彳攵山一几
㦄	gmmx	广木木心
㨸	fbbu	扌宀必山
㾺	bmak	疒馬
䗫	igmm	虫广木木
䣕	mera	馬⻏
䣖	mkba	馬口巴
䯦	gocd	冎⺼艹⺫戊丶
䳸	gmmn	广木木鳥
么	psip	丿厶
傌	rmaf	亻馬
吗	kmaz	口马
唛	kfwf	口龶夂
嗎	kmaz	口馬
嘛	kgmm	口广木木
嘜	klwf	口來{夊}
妈	nmav	女马
媽	nmav	女馬
嫲	ngmm	女广木木
孖	zzii	子子
庅	gmel	广么
抹	fwwu	扌末
摩	gmmu	广木木手
杩	mmau	木马
榪	mmau	木馬
溤	dmad	氵馬
犘	gmmn	广木木牛
犸	qmar	犭马
獁	qmar	犭馬
玛	wmaf	𤣩马
瑪	wmaf	𤣩馬
痲	bmmu	疒{木}{木}
睰	ocuk	目艹𠂇口
码	umai	石马
碼	umai	石馬
祃	pmap	礻马
禡	pmap	礻馬
罵	smai	罒馬
蔴	cgmm	艹广木木
蚂	imas	虫马
螞	imas	虫馬
蟆	icod	虫艹日大
蟇	codi	艹日大虫
遤	zmaz	⻌馬
鎷	jman	金馬
閁	mppf	門丿
馬	mhoa	{馬-灬}灬
駡	kkma	口口馬
马	vvaa	𠃌㇉一
骂	kkma	口口马
鬕	egpd	E𠫔彡艹日大
鰢	ymau	魚馬
鷌	nman	鳥馬
麻	gmmu	广木木
麽	gmmm	广木木么
𡻤	gmmu	广木木山
𢉿	gmal	广馬
𢊀	gihj	广𠂆虍几
𢋚	gmmo	广木木冖⺝
𢳀	fgmm	扌广木木
𣨜	dwrw	歹亠亻{夜右下}
𤳂	thhe	田禾禾
𥀏	wrrp	亠人人木皮
𥉊	omau	目馬
𥉵	gmmo	广木木目
𥧓	bbma	宀八馬
𧪨	ymaj	訁馬
𨰾	jman	钅马
𩀪	gmmv	广木木亻{隹右}
𩊃	gxbo	革夕卜
𩔶	gmmy	广木木頁
𩔷	cody	艹日大頁
𩨲	gobi	冎⺼必
𪐎	hrum	禾人氺广木木
𪒜	lhix	{里}灬𤰔㇀丶心
𪓹	gmmd	广木木口电
㜥	nsbw	女⺫貝
䁲	osbw	目⺫貝
䈿	vbol	竹冖日六
䘑	pmys	丿皿永
䚑	sbjm	⺫貝見
䜕	yctd	訁艹田冂一丶
䨪	ytli	雨土里
䨫	ylwf	雨來{夊}
䮮	mlwf	馬來{夊}
买	addd	乛大⺀
佅	rwwf	亻未
劢	wlij	万力
勱	ctkl	艹田冂一丶力
卖	uadd	十乛大⺀
嘪	ksbw	口⺫貝
埋	tliu	土里
売	tber	士冖儿
脈	oiyi	⺼𠂆{𧘇}
脉	oyso	⺼永
荬	cadd	艹乛大⺀
蕒	csbw	艹⺫貝
薶	cvli	艹豸里
衇	pmiy	丿皿𠂆{𧘇}
買	sbwi	⺫貝
賣	tsbw	士⺫貝
迈	zwjz	⻌万
邁	zctd	辶艹田冂一丶
霡	yoys	雨月永
霢	yoiy	雨⺼𠂆{𧘇}
霾	yvli	雨豸里
鷶	sbnn	⺫貝鳥
麥	lwfd	來{夊}
麦	fwfg	龶夂
𠿆	ksdw	口厶大丰夊
𢠼	xsbw	忄⺫貝
𥇯	owwu	目勿勿
𥌚	otsb	目士⺫貝
𦏢	ytsb	羊士⺫貝
𦙻	oaho	⺼一火
𦚡	opmn	⺼丿皿
𧱘	lujp	立𧰨介
𨤢	ulic	少里
𩈗	mysm	面永
𩊍	gyse	革永
𩍃	gsbw	革⺫貝
𪄳	lwnn	來{夊}鳥
𪒪	lhcd	{里}灬艹田冂一丶
㒼	cjrr	廿巾入入
㗄	ksfh	口罒方
㗈	ksyl	口龴用力
㙢	tcjr	土廿巾入入
㛧	nuui	女山石
㡢	josf	巾日⺫方
㬅	oswj	日⺫万
㵘	uuuu	水水水水
㿸	posy	皮⺜⺫又
䅼	hosy	禾⺜⺫又
䊡	mosy	米⺜⺫又
䐽	ocjr	⺼廿巾入入
䑱	vbxv	舟宀夕㔾
䕕	cdoy	艹氵⺜⺫又
䛲	ybjb	訁白巾
䜱	gosy	谷⺜⺫又
䝡	vcjr	豸廿巾入入
䝢	vosy	豸⺜⺫又
䟂	tzoy	土龰⺜⺫又
䡬	iosy	車⺜⺫又
䯶	egpq	E𠫔彡且
